tweets,quote_status,language,favorite_count,retweet_count,time,id,processed_text,cleaned_tweets
every day we move further from 5x06 the more convinced i become that barchie is endgame so if we don’t get that...yeah im deactivating,False,en,2,0,2021-03-03 00:23:45,1366907111058399235,"['every', 'day', 'move', '5x06', 'convinced', 'become', 'barchie', 'endgame', 'get', 'yeah', 'im', 'deactivating']",every day move 5x06 convinced become barchie endgame get yeah im deactivating
"RT @SuperheroTVcom: WATCH: Riverdale Trailer - ""Life Moves Fast""! https://t.co/geo2glIATV 

#barchie #riverdale #varchie https://t.co/bwJ0E…",False,en,0,2,2021-03-03 00:22:50,1366906877058113541,"['watch', 'riverdale', 'trailer', 'life', 'moves', 'fast', 'barchie', 'riverdale', 'varchie']",watch riverdale trailer life moves fast barchie riverdale varchie
barchie is rising and bugvarchie are bones i need y’all to understand this,False,en,16,2,2021-03-03 00:20:51,1366906378724458499,"['barchie', 'rising', 'bugvarchie', 'bones', 'need', 'understand']",barchie rising bugvarchie bones need understand
"RT @archbctty: But I knew you'd linger like a tattoo kiss.
#Barchie #Riverdale https://t.co/vBOnVQ2yhI",False,en,0,4,2021-03-03 00:20:40,1366906335397367815,"['knew', 'linger', 'like', 'tattoo', 'kiss', 'barchie', 'riverdale']",knew linger like tattoo kiss barchie riverdale
RT @ladybarchie: Archie's face at the end of the bed scene is EVERYTHING. He clearly wants something more than fwb. That glance is so sweet…,False,en,0,2,2021-03-03 00:20:34,1366906309359112192,"['archie', 'face', 'end', 'bed', 'scene', 'everything', 'clearly', 'wants', 'something', 'fwb', 'glance', 'sweet']",archie face end bed scene everything clearly wants something fwb glance sweet
RT @itslaam_: Barchie &gt; Varchie. I mean come on. I don’t have seen such chemistry in any other TV show. Ever. #Riverdale #barchie https://t…,False,en,0,2,2021-03-03 00:20:30,1366906290270830593,"['barchie', 'gt', 'varchie', 'mean', 'come', 'seen', 'chemistry', 'tv', 'show', 'ever', 'riverdale', 'barchie']",barchie gt varchie mean come seen chemistry tv show ever riverdale barchie
RT @karyv_mp: “Friends” don’t look at each other like THAT... 👀👀👀 #Barchie #Riverdale https://t.co/ccn6kPI9oB,False,en,0,5,2021-03-03 00:20:20,1366906248315211783,"['friends', 'look', 'like', 'barchie', 'riverdale']",friends look like barchie riverdale
"RT @amanda_f____: only watching Riverdale for Archie &amp; Betty
#Barchie #Riverdale https://t.co/gfKlYL49bp",False,en,0,2,2021-03-03 00:19:57,1366906151829389312,"['watching', 'riverdale', 'archie', 'amp', 'betty', 'barchie', 'riverdale']",watching riverdale archie amp betty barchie riverdale
"RT @SilverGloria13: ""You and I feel safe with each other,
we always have"" 🤍💛💙

#Barchie #Riverdale https://t.co/kQSIz6mYIN",False,en,0,2,2021-03-03 00:19:54,1366906142018990082,"['feel', 'safe', 'always', 'barchie', 'riverdale']",feel safe always barchie riverdale
RT @RoselynKate15: Their chemistry is insaneeeee😍 #Barchie #Riverdale #BARCHIETIMEJUMP https://t.co/UPlsCSZuZ5,False,en,0,3,2021-03-03 00:19:52,1366906133936488452,"['chemistry', 'insaneeeee', 'barchie', 'riverdale', 'barchietimejump']",chemistry insaneeeee barchie riverdale barchietimejump
"RT @barchiedestiny: If Barchie is just sex, then what was the reason for them to kiss on the porch like that????

#Riverdale #Barchie https…",False,en,0,7,2021-03-03 00:19:50,1366906125375967234,"['barchie', 'sex', 'reason', 'kiss', 'porch', 'like', 'riverdale', 'barchie']",barchie sex reason kiss porch like riverdale barchie
RT @Karrywood123: Betty at archies door S1 Vs S5  #Barchie #Riverdale 😍❤️ https://t.co/MPrTzBeGsc,False,en,0,8,2021-03-03 00:19:48,1366906113946435584,"['betty', 'archies', 'door', 's1', 'vs', 's5', 'barchie', 'riverdale']",betty archies door s1 vs s5 barchie riverdale
RT @barchiethoughts: Didn’t forget about this scene 🙌🏻 Even J knew Betty was team Barchie. But that could be just me. https://t.co/O4fTOxkv…,False,en,0,17,2021-03-03 00:19:33,1366906051006767111,"['forget', 'scene', 'even', 'j', 'knew', 'betty', 'team', 'barchie', 'could']",forget scene even j knew betty team barchie could
"RT @Barchie18love: Archie &amp;  Betty × Marcus &amp; Ginny

#barchie #riverdale #ginnyandgeorgia https://t.co/3pMNQ5rIpx",False,en,0,2,2021-03-03 00:19:32,1366906047118643203,"['archie', 'amp', 'betty', 'marcus', 'amp', 'ginny', 'barchie', 'riverdale', 'ginnyandgeorgia']",archie amp betty marcus amp ginny barchie riverdale ginnyandgeorgia
"RT @PRiveerdale: Barchie had more sex scenes in one episode than Choni in all 5 seasons
#Riverdale https://t.co/fqRNYKj0mB",False,en,0,6,2021-03-03 00:19:23,1366906010544320514,"['barchie', 'sex', 'scenes', 'one', 'episode', 'choni', '5', 'seasons', 'riverdale']",barchie sex scenes one episode choni 5 seasons riverdale
RT @bestarchiebetty: as miss betty Cooper says: was really nice #Riverdale #Barchie https://t.co/SF0ARzPTlG,True,en,0,16,2021-03-03 00:19:21,1366906002034065410,"['miss', 'betty', 'cooper', 'says', 'really', 'nice', 'riverdale', 'barchie']",miss betty cooper says really nice riverdale barchie
"Y'all better vote for barchie and the upcoming slow burn that you can watch right after them nace 

https://t.co/QhMMzj1taA https://t.co/oat2PxwPQm",True,en,5,0,2021-03-03 00:19:10,1366905957675065344,"['better', 'vote', 'barchie', 'upcoming', 'slow', 'burn', 'watch', 'right', 'nace']",better vote barchie upcoming slow burn watch right nace
"RT @bestarchiebetty: (Barchie's kiss scene)

the way they kiss and the desire grows...The kiss sound is so good!! 💘

#Riverdale #Barchie ht…",False,en,0,20,2021-03-03 00:19:09,1366905950339293184,"['barchie', 'kiss', 'scene', 'way', 'kiss', 'desire', 'grows', 'kiss', 'sound', 'good', 'riverdale', 'barchie', 'ht']",barchie kiss scene way kiss desire grows kiss sound good riverdale barchie ht
