tweets,quote_status,language,favorite_count,retweet_count,time,processed_text,cleaned_tweets
"@bettyandjugrd @RiverdaleWriter @WriterRAS You mean Bughead stans with Cole’s icones lol? Again please google “general audience”, read carefully and then come back. Also reply with 400 likes against 350000 likes of actual post when pro Barchie comments have the same energy? Pls 😄",False,en,5,0,2021-02-26 18:24:36,"['mean', 'bughead', 'stans', 'cole', 'icones', 'lol', 'please', 'google', 'general', 'audience', 'read', 'carefully', 'come', 'back', 'also', 'reply', '400', 'likes', '350000', 'likes', 'actual', 'post', 'pro', 'barchie', 'comments', 'energy', 'pls']",mean bughead stans cole icones lol please google general audience read carefully come back also reply 400 likes 350000 likes actual post pro barchie comments energy pls
bughead https://t.co/dmWEgoQCvx,True,en,1,0,2021-02-26 18:24:28,['bughead'],bughead
bughead https://t.co/gh1RZEjAJ3,True,en,1,0,2021-02-26 18:24:01,['bughead'],bughead
bughead s1 https://t.co/tqfs8sGXet,True,en,0,0,2021-02-26 18:23:30,"['bughead', 's1']",bughead s1
bughead https://t.co/LLAf8x1Vwb,True,en,0,0,2021-02-26 18:23:18,['bughead'],bughead
@bettyandjugrd @BarchieUpdates @RiverdaleWriter @WriterRAS And they're people with more accounts to spam on the post cause you bughead's are delusional😂,False,en,0,0,2021-02-26 18:22:46,"['people', 'accounts', 'spam', 'post', 'cause', 'bughead', 'delusional']",people accounts spam post cause bughead delusional
@SuperheroTVcom sorry #bughead,False,en,2,0,2021-02-26 18:22:28,"['sorry', 'bughead']",sorry bughead
bughead https://t.co/p9qXerMKKA,True,en,0,0,2021-02-26 18:19:59,['bughead'],bughead
bughead https://t.co/FrSla5jkU6,True,en,1,0,2021-02-26 18:19:06,['bughead'],bughead
Posting a bughead picture everyday until they get back together: Day 16❤️🕯️ https://t.co/xdtxGfBwlT,False,en,4,0,2021-02-26 18:17:31,"['posting', 'bughead', 'picture', 'everyday', 'get', 'back', 'together', 'day', '16']",posting bughead picture everyday get back together day 16
@biohazardre3 When they get bughead after the hiatus and barchie is no longer https://t.co/8PQqaxRusg,False,en,1,0,2021-02-26 18:15:49,"['get', 'bughead', 'hiatus', 'barchie', 'longer']",get bughead hiatus barchie longer
RT @classyreinhart: the day we get them back is gonna be such a good day😌 #Riverdale https://t.co/ZpzlUYiL4p,False,en,0,70,2021-02-26 18:15:42,"['day', 'get', 'back', 'gonna', 'good', 'day', 'riverdale']",day get back gonna good day riverdale
bughead  i think jughaed is taller https://t.co/xbvtYOpRn7,True,en,1,0,2021-02-26 18:15:00,"['bughead', 'think', 'jughaed', 'taller']",bughead think jughaed taller
bughead https://t.co/VEZTxKDzj0,True,en,1,0,2021-02-26 18:14:15,['bughead'],bughead
bughead but is jughead rlly a goth https://t.co/jurre4nkGS,True,en,0,0,2021-02-26 18:13:32,"['bughead', 'jughead', 'rlly', 'goth']",bughead jughead rlly goth
bughead https://t.co/cKUX3rb8gQ,True,en,0,0,2021-02-26 18:13:06,['bughead'],bughead
bughead s1 https://t.co/lC1X2JN6xd,True,en,0,0,2021-02-26 18:12:45,"['bughead', 's1']",bughead s1
RT @BugheadUpdates: This hurt a little... #Riverdale https://t.co/LHwdb6dpeX,False,en,0,40,2021-02-26 18:11:32,"['hurt', 'little', 'riverdale']",hurt little riverdale
@CW_Riverdale they do kinda have chemistry but they gave us no time to move on from bughead. if they did it slowly over this whole season i’d like it better but riverdale too focused on sex and relationships to care about a storyline,False,en,0,0,2021-02-26 18:10:25,"['kinda', 'chemistry', 'gave', 'us', 'time', 'move', 'bughead', 'slowly', 'whole', 'season', 'like', 'better', 'riverdale', 'focused', 'sex', 'relationships', 'care', 'storyline']",kinda chemistry gave us time move bughead slowly whole season like better riverdale focused sex relationships care storyline
bughead again https://t.co/GDlMLjTxJ6,True,en,0,0,2021-02-26 18:08:48,['bughead'],bughead
bughead again https://t.co/XOJ87qAUED,True,en,0,0,2021-02-26 18:08:44,['bughead'],bughead
s1 bughead https://t.co/8mOZSrymgr,True,en,0,0,2021-02-26 18:08:39,"['s1', 'bughead']",s1 bughead
"I honestly think jughead deserves someone better ... Yes. I said fuck it. 😒 

#RiverdaleSeason5 #Riverdale #BUGHEADENDGAME #bughead #Barchie https://t.co/SNRaKsfoDC",True,en,2,0,2021-02-26 18:07:57,"['honestly', 'think', 'jughead', 'deserves', 'someone', 'better', 'yes', 'said', 'fuck', 'riverdaleseason5', 'riverdale', 'bugheadendgame', 'bughead', 'barchie']",honestly think jughead deserves someone better yes said fuck riverdaleseason5 riverdale bugheadendgame bughead barchie
"Dude, it’s really fun to do argument wars on riverdale’s ig just because #barchie vs #bughead ‘s ship😂",False,en,0,0,2021-02-26 18:07:57,"['dude', 'really', 'fun', 'argument', 'wars', 'riverdale', 'ig', 'barchie', 'vs', 'bughead', 'ship']",dude really fun argument wars riverdale ig barchie vs bughead ship
Season 5 Bughead https://t.co/m42GtY8yBc,True,en,2,0,2021-02-26 18:07:41,"['season', '5', 'bughead']",season 5 bughead
Varchie &amp; Bughead endgame😕💔,False,en,0,0,2021-02-26 18:04:31,"['varchie', 'amp', 'bughead', 'endgame']",varchie amp bughead endgame
@CW_Riverdale Bughead Endgame https://t.co/6Lcd5ZA5y0,False,en,1,0,2021-02-26 18:03:23,"['bughead', 'endgame']",bughead endgame
"The day they/bughead gets back together is gonna be the best day. Happy, emotionally, and just everything will be OK! https://t.co/VpSe9wLerV",False,en,1,0,2021-02-26 18:01:53,"['day', 'bughead', 'gets', 'back', 'together', 'gonna', 'best', 'day', 'happy', 'emotionally', 'everything', 'ok']",day bughead gets back together gonna best day happy emotionally everything ok
This was probably the best moment in the Bughead fandom. It's gonna be so much better when they get back together #Riverdale https://t.co/ap5goYo641,False,en,291,43,2021-02-26 18:01:40,"['probably', 'best', 'moment', 'bughead', 'fandom', 'gonna', 'much', 'better', 'get', 'back', 'together', 'riverdale']",probably best moment bughead fandom gonna much better get back together riverdale
@buvghead call it now that its tabitha,False,en,0,0,2021-02-26 18:01:37,"['call', 'tabitha']",call tabitha
"RT @valudanna: @CW_Riverdale Bughead endgame
https://t.co/UV9nzt9CW9",False,en,0,3,2021-02-26 18:01:12,"['bughead', 'endgame']",bughead endgame
"RT @nikkkicorn: I’m missing the #bughead scenes, even just general interaction together... #Riverdale",False,en,0,7,2021-02-26 18:00:11,"['missing', 'bughead', 'scenes', 'even', 'general', 'interaction', 'together', 'riverdale']",missing bughead scenes even general interaction together riverdale
RT @archietonis: is this the first time since 1.01 bughead hasn’t interacted,False,en,0,8,2021-02-26 17:58:48,"['first', 'time', 'since', '1', '01', 'bughead', 'interacted']",first time since 1 01 bughead interacted
RT @reinhartsdreams: @CW_Riverdale okay but bughead endgame  https://t.co/R5r8b4LWp6,False,en,0,4,2021-02-26 17:58:23,"['okay', 'bughead', 'endgame']",okay bughead endgame
@yan07452452 @touchitmaraj @lilireinhart Haha so a two year old now can write and they has social media. And I am spaming you to make you realise that bughead ships and they are true and they the ones who made the show more popular. Not barchie I am afraid. Also I don't hate barchie,False,en,0,0,2021-02-26 17:57:40,"['haha', 'two', 'year', 'old', 'write', 'social', 'media', 'spaming', 'make', 'realise', 'bughead', 'ships', 'true', 'ones', 'made', 'show', 'popular', 'barchie', 'afraid', 'also', 'hate', 'barchie']",haha two year old write social media spaming make realise bughead ships true ones made show popular barchie afraid also hate barchie
@CW_Riverdale Anyways bughead endgame https://t.co/j5mT5L0BFF,False,en,1,0,2021-02-26 17:51:20,"['anyways', 'bughead', 'endgame']",anyways bughead endgame
RT @reinhartbrina: fetus betty and jughead https://t.co/9arzZJ8IJG,False,en,0,44,2021-02-26 17:50:16,"['fetus', 'betty', 'jughead']",fetus betty jughead
"@CW_Riverdale Bughead was the best ship in ur ridiculous show, now u ruined everything https://t.co/q6vSOBsKVG",False,en,1,0,2021-02-26 17:47:58,"['bughead', 'best', 'ship', 'ur', 'ridiculous', 'show', 'u', 'ruined', 'everything']",bughead best ship ur ridiculous show u ruined everything
@CW_Riverdale bughead exes to lovers when?,False,en,5,0,2021-02-26 17:44:58,"['bughead', 'exes', 'lovers']",bughead exes lovers
@classyreinhart @Bughead_Support Can't wait 🥰🤞,False,en,0,0,2021-02-26 17:43:20,['wait'],wait
riverdale without bughead is driving me crazy 😬😬 but... so much steamy for archie &amp; betty 🤤,False,en,0,0,2021-02-26 17:38:54,"['riverdale', 'without', 'bughead', 'driving', 'crazy', 'much', 'steamy', 'archie', 'amp', 'betty']",riverdale without bughead driving crazy much steamy archie amp betty
@CW_Riverdale Bughead forever thank you https://t.co/vujPEpZk3b,False,en,8,0,2021-02-26 17:36:38,"['bughead', 'forever', 'thank']",bughead forever thank
@CW_Riverdale Just give us back bughead already. We know it’s going to happen.,False,en,5,0,2021-02-26 17:35:43,"['give', 'us', 'back', 'bughead', 'already', 'know', 'going', 'happen']",give us back bughead already know going happen
majority of bughead’s shippers comes from people obsessed with cole sp*ouse especially locals,False,en,144,9,2021-02-26 17:34:42,"['majority', 'bughead', 'shippers', 'comes', 'people', 'obsessed', 'cole', 'sp', 'ouse', 'especially', 'locals']",majority bughead shippers comes people obsessed cole sp ouse especially locals
@LvnaSt0rta @Bughead_Support @CW_Riverdale they look so unhappy,False,en,11,0,2021-02-26 17:34:15,"['look', 'unhappy']",look unhappy
@CW_Riverdale I prefer BUGHEAD !!!!!🥰🥰🥰🥰,False,en,2,0,2021-02-26 17:33:56,"['prefer', 'bughead']",prefer bughead
@barcheated THEY ARE SO ANNOYING HOW IS IT POSSIBLE TO BE THIS ANNOYING THEY DO THIS ALL THE TIME UNDER BARCHIES POSTS ‘bughead endgame’ ‘NOOO bughead only 🤢’ LIKE PLEASE SHUT UP??? 😭,False,en,2,0,2021-02-26 17:33:19,"['annoying', 'possible', 'annoying', 'time', 'barchies', 'posts', 'bughead', 'endgame', 'nooo', 'bughead', 'like', 'please', 'shut']",annoying possible annoying time barchies posts bughead endgame nooo bughead like please shut
@CW_Riverdale *Bughead please* my grammars nice,False,en,2,0,2021-02-26 17:32:09,"['bughead', 'please', 'grammars', 'nice']",bughead please grammars nice
@colessmile1 @CW_Riverdale if you order bughead on Wish you will get barchie 🤪,False,en,13,0,2021-02-26 17:30:18,"['order', 'bughead', 'wish', 'get', 'barchie']",order bughead wish get barchie
@bugheadspov This is why bughead needs to come back,False,en,0,0,2021-02-26 17:29:55,"['bughead', 'needs', 'come', 'back']",bughead needs come back
"@classyreinhart @Bughead_Support Birthday, Easter and Christmas all at once 🙏",False,en,0,0,2021-02-26 17:27:36,"['birthday', 'easter', 'christmas']",birthday easter christmas
RT @AaronMCGS: I'm probably going to be hated for this but Barchie is better than Bughead or Varchie. I was big Bughead shipper in the firs…,False,en,0,106,2021-02-26 17:26:10,"['probably', 'going', 'hated', 'barchie', 'better', 'bughead', 'varchie', 'big', 'bughead', 'shipper', 'firs']",probably going hated barchie better bughead varchie big bughead shipper firs
@classyreinhart @bugheadaIe Of course I would cry from happiness and would run trough my whole house yelling that bughead is back,False,en,6,0,2021-02-26 17:20:18,"['course', 'would', 'cry', 'happiness', 'would', 'run', 'trough', 'whole', 'house', 'yelling', 'bughead', 'back']",course would cry happiness would run trough whole house yelling bughead back
"RT @BUGGIEDALE: season 2 bughead &gt;&gt;&gt;&gt;&gt; season 1,3,4 bughead",False,en,0,24,2021-02-26 17:19:54,"['season', '2', 'bughead', 'gt', 'gt', 'gt', 'gt', 'gt', 'season', '1', '3', '4', 'bughead']",season 2 bughead gt gt gt gt gt season 1 3 4 bughead
@juqheadjonez My hope for bughead to get back together is insanely low,False,en,2,0,2021-02-26 17:19:39,"['hope', 'bughead', 'get', 'back', 'together', 'insanely', 'low']",hope bughead get back together insanely low
@CW_Riverdale okay but bughead endgame  https://t.co/R5r8b4LWp6,False,en,56,4,2021-02-26 17:18:03,"['okay', 'bughead', 'endgame']",okay bughead endgame
@CW_Riverdale Bughead endgame https://t.co/qFoxnKCSd2,False,en,4,0,2021-02-26 17:17:52,"['bughead', 'endgame']",bughead endgame
BUGHEAD ENDGAME,False,en,0,0,2021-02-26 17:17:32,"['bughead', 'endgame']",bughead endgame
"RT @Aestheticlils: I swear, when we get Bughead reunion, I will never shut up about it. It’ll be a very emotional day.",False,en,0,1,2021-02-26 17:16:58,"['swear', 'get', 'bughead', 'reunion', 'never', 'shut', 'emotional', 'day']",swear get bughead reunion never shut emotional day
@CW_Riverdale Bughead endgame😗,False,en,7,0,2021-02-26 17:15:47,"['bughead', 'endgame']",bughead endgame
"RT @ameliasencen: you know just looking at percabeth fanart wishing I had a relationship like that

🥺🥺☹️☹️",False,en,0,2,2021-02-26 17:15:16,"['know', 'looking', 'percabeth', 'fanart', 'wishing', 'relationship', 'like']",know looking percabeth fanart wishing relationship like
"Ok.
Can you imagine this bughead parallel.
Like:
After the interview with her parents Betty and Jug talk and Betty asks him to help her with the investigation. He asks why he should and she tells him about Polly and then Jug murmurs like ""I have a sense of dejavu"" and after- https://t.co/WfnMCG8J0c",False,en,7,0,2021-02-26 17:14:38,"['ok', 'imagine', 'bughead', 'parallel', 'like', 'interview', 'parents', 'betty', 'jug', 'talk', 'betty', 'asks', 'help', 'investigation', 'asks', 'tells', 'polly', 'jug', 'murmurs', 'like', 'sense', 'dejavu']",ok imagine bughead parallel like interview parents betty jug talk betty asks help investigation asks tells polly jug murmurs like sense dejavu
"as much as i love bughead as an investigative duo, it’s fun seeing other people involved with the mysteries of the shows, so i hope they keep them included and they all help each other out #Riverdale",False,en,11,0,2021-02-26 17:13:58,"['much', 'love', 'bughead', 'investigative', 'duo', 'fun', 'seeing', 'people', 'involved', 'mysteries', 'shows', 'hope', 'keep', 'included', 'help', 'riverdale']",much love bughead investigative duo fun seeing people involved mysteries shows hope keep included help riverdale
@CW_Riverdale bughead endgame when https://t.co/G7kmcS3V1d,False,en,141,14,2021-02-26 17:11:31,"['bughead', 'endgame']",bughead endgame
@CW_Riverdale Bughead lover get barchie off the screen and put back bughead just because Lili and Cole broke up doesn’t mean Betty and Jughead had to,False,en,2,0,2021-02-26 17:09:58,"['bughead', 'lover', 'get', 'barchie', 'screen', 'put', 'back', 'bughead', 'lili', 'cole', 'broke', 'mean', 'betty', 'jughead']",bughead lover get barchie screen put back bughead lili cole broke mean betty jughead
@CW_Riverdale okay and bughead when https://t.co/ty4Rcel2ri,False,en,121,7,2021-02-26 17:09:19,"['okay', 'bughead']",okay bughead
"I swear, when we get Bughead reunion, I will never shut up about it. It’ll be a very emotional day.",False,en,23,1,2021-02-26 17:09:14,"['swear', 'get', 'bughead', 'reunion', 'never', 'shut', 'emotional', 'day']",swear get bughead reunion never shut emotional day
@azalben Barchies: “Bughead is bones”                But in the scene she said Jughead.,False,en,1,0,2021-02-26 17:08:58,"['barchies', 'bughead', 'bones', 'scene', 'said', 'jughead']",barchies bughead bones scene said jughead
i love how bugheads and varchies will both be voting bughead and barchie still has almost half the votes 💀💀 winning https://t.co/e7h4t3BY3I,True,en,4,1,2021-02-26 17:08:35,"['love', 'bugheads', 'varchies', 'voting', 'bughead', 'barchie', 'still', 'almost', 'half', 'votes', 'winning']",love bugheads varchies voting bughead barchie still almost half votes winning
@classyreinhart Bughead reunion coming after the hiatus. ❤️,False,en,7,0,2021-02-26 17:08:24,"['bughead', 'reunion', 'coming', 'hiatus']",bughead reunion coming hiatus
@CW_Riverdale Cool now post please bughead😥🙏 https://t.co/uKGH3m0CgE,False,en,17,0,2021-02-26 17:07:48,"['cool', 'post', 'please', 'bughead']",cool post please bughead
RT @BugheadUpdates: which bughead is superior? #riverdale,False,en,0,1,2021-02-26 17:05:30,"['bughead', 'superior', 'riverdale']",bughead superior riverdale
"@CW_Riverdale Idk if I like the whole #BARCHIE thing cause #Bughead was better and I loved Jug and Betty together, they belong together.",False,en,3,0,2021-02-26 17:03:57,"['idk', 'like', 'whole', 'barchie', 'thing', 'cause', 'bughead', 'better', 'loved', 'jug', 'betty', 'together', 'belong', 'together']",idk like whole barchie thing cause bughead better loved jug betty together belong together
"@CW_Riverdale Bughead endgame 😗
https://t.co/MH0rETfi6n",False,en,127,12,2021-02-26 17:03:02,"['bughead', 'endgame']",bughead endgame
@CW_Riverdale What about bughead???,False,en,7,0,2021-02-26 17:02:29,['bughead'],bughead
@CW_Riverdale BUGHEAD ENDGAME SO TURE,False,en,18,0,2021-02-26 17:02:04,"['bughead', 'endgame', 'ture']",bughead endgame ture
@CW_Riverdale OK NOW GIVE US BUGHEAD AND CHONI,False,en,90,6,2021-02-26 17:01:47,"['ok', 'give', 'us', 'bughead', 'choni']",ok give us bughead choni
@CW_Riverdale Barchie is kinda growing on me but I still love and Bughead 🥺,False,en,22,0,2021-02-26 17:01:26,"['barchie', 'kinda', 'growing', 'still', 'love', 'bughead']",barchie kinda growing still love bughead
RT @sprcole: bughead when,False,en,0,2,2021-02-26 17:00:18,['bughead'],bughead
“Her biggest cheerleader.” #Riverdale #bughead https://t.co/3mZtxx8L5j,False,en,5,0,2021-02-26 16:58:04,"['biggest', 'cheerleader', 'riverdale', 'bughead']",biggest cheerleader riverdale bughead
when i tell you @falchonis was a bughead and varchie stan and i converted her,False,en,0,0,2021-02-26 16:56:10,"['tell', 'bughead', 'varchie', 'stan', 'converted']",tell bughead varchie stan converted
"bughead bughead bughead bughead
bughead bughead bughead bughead
bughead bughead bughead bughead
bughead bughead bughead bughead
bughead bughead bughead bughead
bughead bughead bughead bughead
bughead bughead bughead bughead
bughead bughead bughead bughead",False,en,0,0,2021-02-26 16:51:17,"['bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead', 'bughead']",bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead bughead
I MISS BUGHEAD SM,False,en,0,0,2021-02-26 16:49:43,"['miss', 'bughead', 'sm']",miss bughead sm
"@violetlils I am in a Puck, Fabi, Cole’s face missing and Lili’s face missing and bughead depression.",False,en,0,0,2021-02-26 16:49:30,"['puck', 'fabi', 'cole', 'face', 'missing', 'lili', 'face', 'missing', 'bughead', 'depression']",puck fabi cole face missing lili face missing bughead depression
Bughead nation!! https://t.co/MIRtQ7NqKO,True,en,3,0,2021-02-26 16:49:14,"['bughead', 'nation']",bughead nation
@chonistyles WAIT FIRST BUGHEAD AND NOW CHONI TOO!? Im coming for you @ras,False,en,11,0,2021-02-26 16:48:45,"['wait', 'first', 'bughead', 'choni', 'im', 'coming']",wait first bughead choni im coming
@BugheadUpdates *silvia’s bughead depression just grew and she needs bughead more now*,False,en,0,0,2021-02-26 16:43:13,"['silvia', 'bughead', 'depression', 'grew', 'needs', 'bughead']",silvia bughead depression grew needs bughead
"@Deckerstar_6666 @Bughead_Support bughead is endgame anyway in my opinion,we just have to organise their wedding,anyone can help me?",False,en,1,0,2021-02-26 16:41:39,"['bughead', 'endgame', 'anyway', 'opinion', 'organise', 'wedding', 'anyone', 'help']",bughead endgame anyway opinion organise wedding anyone help
@santiagoswhore when bughead get back together,False,en,0,0,2021-02-26 16:39:59,"['bughead', 'get', 'back', 'together']",bughead get back together
"@emotional_Boiii @Popsupremacy @lizamutiny You can’t prove a negative. But the fact that most the major bughead accounts are still active, talking about the show, and talking about specific scenes shows they’re watching.",False,en,0,0,2021-02-26 16:39:46,"['prove', 'negative', 'fact', 'major', 'bughead', 'accounts', 'still', 'active', 'talking', 'show', 'talking', 'specific', 'scenes', 'shows', 'watching']",prove negative fact major bughead accounts still active talking show talking specific scenes shows watching
"day 8558778382572930753204738578304,hour 5.38 p.m.: i still miss #bughead",False,en,0,0,2021-02-26 16:39:42,"['day', '8558778382572930753204738578304', 'hour', '5', '38', 'p', 'still', 'miss', 'bughead']",day 8558778382572930753204738578304 hour 5 38 p still miss bughead
I conducted an experiment that Bughead Stans have bland taste that you can't even accept a God's Blessing. Go to EO Executive Optical... Love your eyes/hj,False,en,0,0,2021-02-26 16:38:45,"['conducted', 'experiment', 'bughead', 'stans', 'bland', 'taste', 'even', 'accept', 'god', 'blessing', 'go', 'eo', 'executive', 'optical', 'love', 'eyes', 'hj']",conducted experiment bughead stans bland taste even accept god blessing go eo executive optical love eyes hj
anyone want my spotify playlist that has sad songs for when i cry about bughead and varchie,False,en,0,0,2021-02-26 16:37:35,"['anyone', 'want', 'spotify', 'playlist', 'sad', 'songs', 'cry', 'bughead', 'varchie']",anyone want spotify playlist sad songs cry bughead varchie
"i miss bughead i miss bughead i miss bughead
i miss bughead i miss bughead i miss bughead
i miss bughead i miss bughead i miss bughead
i miss bughead i miss bughead i miss bughead
i miss bughead i miss bughead i miss bughead
i miss bughead i miss bughead",False,en,0,0,2021-02-26 16:33:14,"['miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead', 'miss', 'bughead']",miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead miss bughead
@malaksoverparty @lilireinhart IM BUSY CRYING OVER BUGHEAD AND EMOTIONAL SLOWED AND REVERB SONGS AT THAT TIME,False,en,0,0,2021-02-26 16:30:03,"['im', 'busy', 'crying', 'bughead', 'emotional', 'slowed', 'reverb', 'songs', 'time']",im busy crying bughead emotional slowed reverb songs time
RT @BugheadUpdates: Riverdale is going on a 3 month hiatus after 5x10. Prayer circle there's Bughead before the hiatus. #Riverdale,False,en,0,38,2021-02-26 16:28:23,"['riverdale', 'going', '3', 'month', 'hiatus', '5x10', 'prayer', 'circle', 'bughead', 'hiatus', 'riverdale']",riverdale going 3 month hiatus 5x10 prayer circle bughead hiatus riverdale
Will always be season one https://t.co/XxHECUVtBu https://t.co/w8Tu6EovXq,True,en,38,0,2021-02-26 16:24:56,"['always', 'season', 'one']",always season one
@Deckerstar_6666 @Bughead_Support yes I do know it for a fact,False,en,1,0,2021-02-26 16:23:23,"['yes', 'know', 'fact']",yes know fact
RT @wildestlili: bughead 5x12 leaked https://t.co/ibcwPlstVe,False,en,0,6,2021-02-26 16:20:30,"['bughead', '5x12', 'leaked']",bughead 5x12 leaked
which bughead is superior? #riverdale,False,en,20,1,2021-02-26 16:19:10,"['bughead', 'superior', 'riverdale']",bughead superior riverdale
RT @sprcole: me when I make up fake scenarios in my head about how the bughead reunion will be https://t.co/bcys6RfZZx,False,en,0,22,2021-02-26 16:18:58,"['make', 'fake', 'scenarios', 'head', 'bughead', 'reunion']",make fake scenarios head bughead reunion
bughead if they were poc https://t.co/cRvV1butDV,True,en,0,0,2021-02-26 16:18:40,"['bughead', 'poc']",bughead poc
BUGHEAD GUYS https://t.co/UzWD29pang,True,en,1,0,2021-02-26 16:18:12,"['bughead', 'guys']",bughead guys
im not crying.....we both are.....#riverdale #bughead #bugheadfans https://t.co/StcTAL2pff,True,en,2,0,2021-02-26 16:17:37,"['im', 'crying', 'riverdale', 'bughead', 'bugheadfans']",im crying riverdale bughead bugheadfans
my bughead heart &lt;/3,False,en,0,0,2021-02-26 16:16:38,"['bughead', 'heart', 'lt', '3']",bughead heart lt 3
"i feel like bughead is bones, like i can see varchie getting back together easily but just not bughead.

 don’t tell anyone i said that",False,en,7,0,2021-02-26 16:14:56,"['feel', 'like', 'bughead', 'bones', 'like', 'see', 'varchie', 'getting', 'back', 'together', 'easily', 'bughead', 'tell', 'anyone', 'said']",feel like bughead bones like see varchie getting back together easily bughead tell anyone said
@tolovethis @Bughead_Support Do you know that for sure or are you just hoping that it's true?,False,en,2,0,2021-02-26 16:13:19,"['know', 'sure', 'hoping', 'true']",know sure hoping true
bughead stans please help them 😭 https://t.co/ZaLp4Bi4HF,True,en,5,0,2021-02-26 16:12:16,"['bughead', 'stans', 'please', 'help']",bughead stans please help
@N0va145 if b dsnt mind remaining n option for arch hu vil keep goin bak nd forth dats wat his chara is all about nd dats canon frm d comics den dats on her.she desrves btter nd m sure she will see it too.Y vud u settle 4 smeone halfassed nd not somone hu will go all d way for u #bughead,False,en,0,0,2021-02-26 16:10:27,"['b', 'dsnt', 'mind', 'remaining', 'n', 'option', 'arch', 'hu', 'vil', 'keep', 'goin', 'bak', 'nd', 'forth', 'dats', 'wat', 'chara', 'nd', 'dats', 'canon', 'frm', 'comics', 'den', 'dats', 'desrves', 'btter', 'nd', 'sure', 'see', 'vud', 'u', 'settle', '4', 'smeone', 'halfassed', 'nd', 'somone', 'hu', 'go', 'way', 'u', 'bughead']",b dsnt mind remaining n option arch hu vil keep goin bak nd forth dats wat chara nd dats canon frm comics den dats desrves btter nd sure see vud u settle 4 smeone halfassed nd somone hu go way u bughead
If Barchie didn't think it was wrong why hide it? All they have is sex! #bughead and #varchie have more of a connection.,False,en,1,0,2021-02-26 16:08:45,"['barchie', 'think', 'wrong', 'hide', 'sex', 'bughead', 'varchie', 'connection']",barchie think wrong hide sex bughead varchie connection
just don’t compare naley and bughead though.,False,en,0,0,2021-02-26 16:08:29,"['compare', 'naley', 'bughead', 'though']",compare naley bughead though
"RT @Aestheticlils: If this season is showing anything, it’s showing that BA can never do it better than Bughead and Varchie. 

Shower scene…",False,en,0,1,2021-02-26 16:07:03,"['season', 'showing', 'anything', 'showing', 'ba', 'never', 'better', 'bughead', 'varchie', 'shower', 'scene']",season showing anything showing ba never better bughead varchie shower scene
"Damn it, writers, stop letting Barchie breath the same air as Bughead did, it's their thing. 😭😭😭 https://t.co/Gjls4iXC35",True,en,1,0,2021-02-26 16:06:56,"['damn', 'writers', 'stop', 'letting', 'barchie', 'breath', 'air', 'bughead', 'thing']",damn writers stop letting barchie breath air bughead thing
"If this season is showing anything, it’s showing that BA can never do it better than Bughead and Varchie. 

Shower scene? Varchie is better. 
Car scene? Bughead is better. 

They’re showing all these parallels to show that BH/VA do them better. BA can never win this.",False,en,9,1,2021-02-26 16:04:05,"['season', 'showing', 'anything', 'showing', 'ba', 'never', 'better', 'bughead', 'varchie', 'shower', 'scene', 'varchie', 'better', 'car', 'scene', 'bughead', 'better', 'showing', 'parallels', 'show', 'bh', 'va', 'better', 'ba', 'never', 'win']",season showing anything showing ba never better bughead varchie shower scene varchie better car scene bughead better showing parallels show bh va better ba never win
come on bughead nation https://t.co/hWl9kfFPTG,True,en,0,0,2021-02-26 16:03:42,"['come', 'bughead', 'nation']",come bughead nation
Bughead https://t.co/fQaI3rHk8e,True,en,3,0,2021-02-26 16:01:52,['bughead'],bughead
@srsoto26 do you think bughead have a chance?,False,en,0,0,2021-02-26 16:01:30,"['think', 'bughead', 'chance']",think bughead chance
when you watch riverdale with your mom and she suddenly turns into a barchie shipper...,False,en,2,0,2021-02-26 16:00:37,"['watch', 'riverdale', 'mom', 'suddenly', 'turns', 'barchie', 'shipper']",watch riverdale mom suddenly turns barchie shipper
bughead https://t.co/ewfJhxxokT,True,en,1,0,2021-02-26 15:59:07,['bughead'],bughead
bughead? https://t.co/UcOar61p8i,True,en,1,0,2021-02-26 15:58:59,['bughead'],bughead
